Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (1y),Max Realised Volatility 100d (1y),Mean Realised Volatility 100d (1y),Rvol 100d Percentile (%),Rvol 100d Z-Score Percentile (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (1y)_Color,Max Realised Volatility 100d (1y)_Color,Mean Realised Volatility 100d (1y)_Color,Rvol 100d Percentile (%)_Color,Rvol 100d Z-Score Percentile (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color
265,EVH,Evotec SE,9.58,62.27,71.63,-0.02,-0.99,52.99,114.94,80.1,62.91,35.91,64.35,87.16,84.69,10.14,15.84,104.5,,,,,,-13.07,"2,209",1.7,6.2,"10,960",1.28,4.08,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
240,WEC,"WEC Energy Group, Inc.",106.89,13.85,15.78,-0.07,-6.87,15.78,20.63,18.41,0.0,1.84,17.86,16.92,15.72,-1.86,-13.34,15.97,,,15.97,-4.58,,0.06,942,73.8,96.25,"17,067",0.5,10.69,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
210,BLMN,"Bloomin' Brands, Inc.",6.99,121.04,92.37,-2.47,-3.26,49.54,98.44,75.54,86.75,88.74,85.39,77.03,99.25,14.69,18.37,67.63,,,67.63,,,-6.89,"1,477",-13.93,-9.55,"30,772",-3.71,-2.58,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171
87,BTU,Peabody Energy Corporation,17.09,48.4,58.68,-1.79,-9.06,41.56,69.59,60.08,34.44,43.84,60.42,56.03,63.81,-23.4,7.13,,,,,,,-5.13,"12,141",24.09,-19.86,"273,431",1.13,0.62,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
175,FOUR,"Shift4 Payments, Inc.",88.3,57.07,47.45,-7.15,-10.88,41.23,64.0,55.01,9.93,9.26,52.86,50.59,42.32,-11.37,-8.44,44.92,,,44.92,,-0.54,5.13,"1,714",0.18,4.0,"53,395",0.46,1.19,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
270,GMED,"Globus Medical, Inc.",58.8,36.92,53.7,-2.16,-3.41,22.65,56.65,41.54,78.81,81.66,45.39,40.57,31.18,-2.74,-13.36,31.14,,,31.14,-11.7,,22.52,"1,246",-3.34,-8.11,"10,176",0.56,0.8,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
348,VREX,Varex Imaging Corporation,11.02,73.21,72.2,-3.92,-14.58,39.71,86.62,69.93,45.03,56.21,73.08,67.56,109.85,0.97,11.23,153.79,,117.09,,,,-37.65,203,-12.12,-6.88,886,1.14,2.07,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
286,AEIS,"Advanced Energy Industries, Inc.",145.25,41.4,40.78,-16.45,-17.64,35.07,63.68,52.96,15.89,9.95,51.9,47.09,55.25,15.8,50.13,83.25,,,,,,-14.47,"2,069",-49.15,-6.93,"6,648",35.34,75.87,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
143,LYV,"Live Nation Entertainment, Inc.",161.97,23.08,24.42,-15.3,-18.05,21.42,37.97,32.4,13.25,6.63,31.18,29.33,39.37,47.46,26.72,29.61,,10.23,31.11,21.3,15.83,-14.94,"6,044",-30.7,94.4,"86,159",4.55,12.0,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
365,MLAB,"Mesa Laboratories, Inc.",,,,,,,,,,,,,,,,,,,,,,,N/A,,,N/A,,,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
357,KRG,"Knightscope, Inc.",22.76,27.0,23.36,-8.4,-13.96,19.72,30.3,26.66,20.53,14.82,27.31,24.55,70.06,65.74,20.45,51.25,,25.34,57.45,653.64,40.52,-46.7,33,-21.43,-2.94,374,2.75,11.31,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
11,OPEN,Opendoor Technologies Inc.,5.13,213.74,181.04,0.11,0.5,70.21,181.76,101.05,97.35,98.78,144.07,128.33,169.76,3.45,-16.15,168.77,,-0.81,,,,11.28,"695,599",-29.14,-16.12,"2,655,632",9.67,-3.16,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
239,NTRA,"Natera, Inc.",167.53,38.07,37.77,-12.99,-15.08,37.77,57.04,48.22,0.0,0.0,44.06,46.04,39.85,-45.96,-26.28,42.4,,-4.81,42.61,-14.04,-4.33,-2.07,"2,197",62.38,117.09,"17,591",1.24,3.84,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
290,GKOS,Glaukos Corporation,94.47,39.06,41.67,-9.71,-11.68,34.44,68.33,57.9,11.92,5.91,55.55,50.94,52.58,-14.06,14.29,49.07,,,49.07,-1.2,9.37,-10.91,995,0.0,-54.94,"5,480",2.24,48.39,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981
137,DOCN,"DigitalOcean Holdings, Inc.",32.04,96.71,69.59,-6.17,-8.84,46.04,78.93,62.97,75.5,75.08,67.9,63.22,55.14,-4.18,-14.67,57.61,,10.69,53.39,,,14.46,"2,434",-13.84,-31.01,"94,547",0.59,-0.28,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
2,NIO,NIO Inc.,6.32,84.07,63.29,0.55,-3.12,58.47,73.08,64.39,33.77,34.78,64.6,69.56,130.17,13.04,41.53,95.38,,20.18,,,,-66.88,"294,746",-28.45,-43.79,"4,455,917",1.81,3.71,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
253,XERS,"Xeris Biopharma Holdings, Inc.",7.84,62.48,61.36,0.03,-4.95,41.2,67.43,56.68,49.67,70.7,58.81,55.3,100.17,-6.03,-27.88,,,,,,,-38.81,"1,397",8.63,69.33,"13,021",-0.04,1.69,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981
89,OKTA,"Okta, Inc.",89.82,34.69,43.23,-6.62,-9.86,29.23,62.43,51.01,16.56,22.9,50.79,45.63,45.62,-0.87,-8.51,38.36,,-38.45,38.36,,,-2.39,"28,833",-20.4,-74.66,"251,446",3.58,-8.65,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
45,XYZ,"Block, Inc. (formerly Square; ticker often stylized, but XYZ may be a placeholder)",75.79,37.04,55.96,-5.56,-6.85,45.08,71.73,62.13,15.23,21.18,59.94,55.98,47.72,-26.65,3.88,48.99,,5.18,,,,8.24,"38,482",-44.4,45.59,"683,714",1.4,-1.17,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#F87171
126,PSEC,Prospect Capital Corporation,2.89,29.01,28.09,-5.24,-15.34,26.4,35.45,31.16,1.99,2.1,27.9,30.77,95.02,-7.02,20.85,88.87,,27.18,,,,-66.93,"1,963",-83.71,-85.08,"108,657",1.08,2.46,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
311,BHR,Braemar Hotels & Resorts,2.76,73.32,64.51,0.21,-2.78,45.53,66.69,54.32,96.69,94.82,58.62,55.61,89.28,15.1,34.63,,,,,,,-24.77,262,-29.95,-75.81,"3,498",-1.8,32.45,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981
305,GBX,"Greenbrier Companies, Inc. (The)",45.82,27.8,42.34,-4.48,-13.14,28.47,51.47,42.32,56.95,50.1,42.88,41.67,37.76,-2.36,1.2,34.25,,-15.57,30.86,-15.59,-23.95,4.57,717,-19.17,-19.17,"3,713",1.01,1.92,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
283,SPB,"Spectrum Brands, Inc.",54.73,42.09,38.34,-4.97,-7.24,21.31,42.99,33.7,62.91,76.51,36.37,33.18,33.94,-12.85,-11.13,,,,,,,4.41,770,-0.9,-12.3,"6,718",0.04,0.86,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
321,POST,"Post Holdings, Inc.",110.96,22.49,19.63,-3.61,-4.8,16.7,23.05,20.98,9.93,16.72,21.28,19.87,31.51,45.27,69.55,69.72,,274.65,18.89,-10.17,1.53,-11.88,450,1.35,10.84,"2,629",0.23,2.06,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
136,TTWO,"Take-Two Interactive Software, Inc.",238.86,25.69,27.85,-4.32,-10.01,22.7,38.71,33.01,5.3,8.74,32.01,29.71,28.84,-24.93,-32.65,30.11,,,30.11,,,-0.99,"8,395",-7.68,-1.57,"94,632",0.96,1.69,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
51,FUBO,fuboTV Inc.,3.71,72.96,70.31,-2.33,-3.38,70.31,218.9,156.81,0.0,10.82,168.37,147.11,98.43,8.86,-15.86,96.18,,5.73,,,,-28.12,"29,848",-50.02,82.43,"577,225",2.76,2.52,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981
40,JPM,JPMorgan Chase & Co.,299.51,15.76,18.94,-14.88,-26.62,18.94,32.29,29.46,0.66,0.0,26.26,27.39,27.19,9.73,26.65,22.63,,5.04,22.56,3.18,4.74,-8.26,"51,962",11.51,-10.91,"742,871",1.58,1.02,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
354,ALRM,"Alarm.com Holdings, Inc.",57.0,28.98,27.37,-6.45,-7.77,25.57,31.2,29.42,4.64,1.43,27.7,29.45,29.34,-30.44,-20.7,30.06,,,30.06,6.35,14.03,-1.97,81,10.96,8.0,482,8.07,8.8,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
299,HLX,"Helix Energy Solutions Group, Inc.",6.48,61.83,51.11,-7.89,-14.79,34.84,63.53,51.92,33.77,46.6,53.78,50.16,59.45,6.17,32.98,48.03,,,48.03,-1.47,7.6,-8.34,438,-1.13,25.5,"4,400",-2.11,-2.33,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171
120,RCL,Royal Caribbean Cruises Ltd.,355.0,35.48,35.66,-15.63,-17.3,34.35,56.19,48.04,10.6,4.53,46.58,42.65,40.93,-20.0,-37.28,37.42,,,,,,-5.27,"8,584",-19.71,-31.68,"115,035",0.85,-0.52,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171
304,EGHT,"8x8, Inc.",1.98,67.08,60.28,-1.93,-4.73,59.54,69.81,64.93,1.99,2.9,64.71,63.28,60.32,2.64,3.67,66.9,,32.17,,,,-0.04,197,17.26,-36.86,"3,883",0.21,0.6,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
132,SO,Southern Company (The),91.66,11.92,15.79,0.13,-8.35,15.79,22.59,19.9,0.0,0.42,18.8,18.17,19.81,-13.42,19.83,19.06,,-5.67,16.97,-8.62,-15.98,-4.02,"6,506",-17.15,-15.26,"96,710",-0.09,2.96,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981
335,TTGT,"TechTarget, Inc.",5.53,78.24,82.77,-0.94,-1.41,59.62,99.25,79.71,54.3,59.01,79.59,76.0,232.89,-2.49,-1.32,79.31,,,,,,-150.12,235,11.9,14.63,"1,432",1.42,1.92,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981
166,BSY,"Bentley Systems, Incorporated",53.41,22.52,21.73,-13.98,-16.13,21.73,30.71,27.77,0.66,0.96,26.53,26.6,34.8,18.85,24.11,31.42,,16.48,21.12,-25.89,-21.69,-13.07,"1,320",-37.17,3.12,"63,895",-0.51,3.04,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981
37,PANW,"Palo Alto Networks, Inc.",191.53,36.96,34.01,-13.19,-16.77,30.33,43.2,38.19,31.79,17.89,38.13,35.89,44.51,8.82,-7.43,33.85,,-5.07,33.75,-2.16,,-10.5,"38,410",-37.08,-43.21,"789,085",-0.31,-3.56,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171
167,APLS,"Apellis Pharmaceuticals, Inc.",27.8,64.15,56.33,-0.14,-6.63,52.49,63.18,56.28,58.28,50.69,57.11,56.23,89.67,69.5,-8.05,,,,,,,-33.33,"5,749",-6.28,-9.44,"62,618",1.36,3.33,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
347,IART,Integra LifeSciences Holdings Corporation,15.13,58.77,69.82,-0.5,-2.01,44.75,72.69,61.3,91.39,84.32,61.64,60.38,69.28,-26.87,-33.72,40.81,,,,,,0.54,90,2.27,-20.35,916,1.78,3.97,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
182,SHAK,Shake Shack Inc.,105.18,60.05,45.87,-9.83,-12.57,34.06,62.98,54.61,12.58,15.58,54.84,50.08,81.89,77.2,79.77,44.47,,5.9,45.47,,,-36.02,"4,724",9.02,-12.65,"43,785",0.59,3.0,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
154,OPK,"OPKO Health, Inc.",1.38,43.93,40.17,0.34,-0.78,32.94,44.39,40.19,36.42,49.76,39.66,39.34,73.17,-21.62,-4.69,61.07,,,,,,-32.99,747,-30.45,-34.82,"76,592",1.1,1.53,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981
213,VERI,"Veritone, Inc.",2.96,129.82,111.07,-0.31,-1.64,80.0,118.27,102.87,72.19,75.85,111.21,109.46,115.8,6.32,-0.79,85.96,,-18.81,,,,-4.73,"1,219",46.87,-71.07,"30,199",0.91,6.15,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
73,EQT,EQT Corporation,51.55,30.94,35.86,-2.04,-13.53,35.86,45.61,42.1,0.0,0.85,40.73,39.04,37.27,2.09,8.19,37.21,,,,,,-1.41,"17,258",5.33,-43.19,"344,231",1.07,2.51,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981
