Rank,Ticker,Company Name,Latest Close,Realised Volatility 30d (%),Realised Volatility 100d (%),Realised Volatility 100d 1d (%),Realised Volatility 100d 1w (%),Min Realised Volatility 100d (2y),Max Realised Volatility 100d (2y),Mean Realised Volatility 100d (2y),Rvol 100d Percentile 2y (%),Rvol 100d Z-Score Percentile 2y (%),Realised Volatility 180d (%),Realised Volatility 252d (%),Weighted IV (%),Weighted IV 1d (%),Weighted IV 1w (%),Weighted IV 3m (%),Weighted IV 3m 1d (%),Weighted IV 3m 1w (%),ATM IV 3m (%),ATM IV 3m 1d (%),ATM IV 3m 1w (%),Rvol100d - Weighted IV,Volume,Volume 1d (%),Volume 1w (%),Open Interest,OI 1d (%),OI 1w (%),Num Contracts,Latest Close_Color,Realised Volatility 30d (%)_Color,Realised Volatility 100d (%)_Color,Realised Volatility 100d 1d (%)_Color,Realised Volatility 100d 1w (%)_Color,Min Realised Volatility 100d (2y)_Color,Max Realised Volatility 100d (2y)_Color,Mean Realised Volatility 100d (2y)_Color,Rvol 100d Percentile 2y (%)_Color,Rvol 100d Z-Score Percentile 2y (%)_Color,Realised Volatility 180d (%)_Color,Realised Volatility 252d (%)_Color,Weighted IV (%)_Color,Weighted IV 1d (%)_Color,Weighted IV 1w (%)_Color,Weighted IV 3m (%)_Color,Weighted IV 3m 1d (%)_Color,Weighted IV 3m 1w (%)_Color,ATM IV 3m (%)_Color,ATM IV 3m 1d (%)_Color,ATM IV 3m 1w (%)_Color,Rvol100d - Weighted IV_Color,Volume_Color,Volume 1d (%)_Color,Volume 1w (%)_Color,Open Interest_Color,OI 1d (%)_Color,OI 1w (%)_Color,Num Contracts_Color
321,VAC,Marriott Vacations Worldwide Corporation,77.91,35.84,41.5,0.5,2.38,31.52,59.26,43.88,49.38,38.48,49.44,47.17,275.13,-10.76,395.85,,,,,,,-233.63,648,-1.82,19.12,"3,072",-7.8,-0.71,54,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF
331,VECO,Veeco Instruments Inc.,26.78,52.71,45.6,0.5,0.51,30.46,53.42,43.41,49.13,62.03,47.55,44.5,137.1,25.2,20.08,60.39,0.8,-20.56,77.08,8.16,64.88,-91.51,"1,044",0.0,3.06,"2,221",0.14,5.81,59,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
85,EQX,Equinox Gold Corp.,10.56,59.42,49.73,0.5,0.17,42.49,57.97,50.79,48.88,38.85,51.69,52.9,96.04,53.08,46.64,,,,,,,-46.31,"17,103",76.25,-36.35,"316,708",0.38,8.22,36,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
2,NIO,NIO Inc.,7.02,85.23,66.09,0.5,2.53,58.47,76.32,67.04,48.63,41.06,66.45,68.74,100.99,20.71,19.38,,,,80.15,-0.44,9.03,-34.9,"464,647",18.69,3.09,"4,561,589",0.95,3.6,201,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
320,CHEF,"Chefs' Warehouse, Inc. (The)",65.64,27.6,34.36,0.5,-0.05,27.55,47.77,35.11,48.63,42.14,36.44,34.7,65.39,28.55,43.54,46.45,4.67,2.53,42.19,14.54,13.69,-31.03,"1,045",0.29,10.35,"3,117",0.16,2.77,35,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
61,GEO,"GEO Group, Inc. (The)",22.04,56.89,48.43,0.5,3.01,35.73,80.08,53.15,48.63,37.01,51.4,62.03,77.2,5.83,17.35,61.4,-3.51,5.02,60.83,-4.0,-10.41,-28.77,"15,412",11.14,12.96,"466,479",-0.1,10.26,265,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF
137,RH,RH,230.7,66.92,63.89,0.5,-2.29,46.5,116.48,74.38,48.38,32.72,93.87,86.62,81.56,-1.49,-32.39,72.61,-3.41,-10.58,68.04,1.17,-12.89,-17.67,"21,820",40.57,33.98,"103,897",0.77,6.56,642,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
124,VNET,"VNET Group, Inc.",9.59,81.01,91.04,0.5,1.83,71.72,112.3,91.0,48.13,50.11,100.68,99.26,194.24,33.59,67.61,105.73,0.52,15.64,99.07,-0.42,8.25,-103.21,"29,546",199.08,118.18,"124,846",4.22,14.65,81,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
169,OMER,Omeros Corporation,4.03,54.14,110.45,0.5,-0.02,58.43,147.27,108.12,48.13,54.15,101.03,118.24,200.82,8.93,15.21,211.2,5.58,7.17,217.0,7.62,40.35,-90.37,"3,962",18.59,31.54,"67,239",1.3,8.51,59,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
130,INDI,"indie Semiconductor, Inc.",3.8,63.86,77.85,0.5,0.13,61.8,121.99,86.14,47.88,33.22,86.58,98.38,111.14,4.16,19.35,,,,85.51,-5.69,-2.25,-33.29,"4,823",129.23,49.09,"117,185",0.33,2.72,66,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
80,ABBV,AbbVie Inc.,216.26,16.79,23.88,0.5,1.93,14.41,33.0,24.73,47.63,43.89,26.27,28.24,248.11,6.93,796.05,337.12,2.87,1183.33,,,,-224.23,"18,291",31.64,17.69,"344,762",1.36,4.01,426,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
79,EQT,EQT Corporation,49.95,22.91,33.76,0.5,-4.16,27.07,45.61,35.84,47.38,35.18,40.45,39.01,152.63,-3.44,223.69,116.53,-3.63,197.93,163.39,,372.77,-118.86,"10,747",-19.8,-9.83,"346,161",1.31,-0.16,236,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
189,AXON,"Axon Enterprise, Inc.",750.67,57.46,46.98,0.5,-1.32,24.19,70.69,45.4,47.38,54.56,55.56,55.42,74.49,32.19,34.12,47.82,0.73,1.81,45.85,-0.29,1.96,-27.52,"3,215",-31.08,-20.85,"46,709",2.46,4.23,535,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
23,NKE,"NIKE, Inc.",72.75,21.11,37.34,0.5,-0.51,22.91,53.55,37.55,47.13,49.1,43.29,39.28,166.79,-1.34,316.65,201.94,-5.25,392.02,399.12,1.82,964.23,-129.45,"71,751",12.08,15.39,"1,494,518",0.51,1.77,629,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
252,VERX,"Vertex, Inc.",25.52,75.18,50.25,0.5,2.12,30.69,68.27,47.9,47.13,58.66,53.87,50.36,68.06,-13.43,-33.8,63.74,-3.74,-12.56,58.77,3.38,47.34,-17.82,"5,637",-22.46,270.12,"15,942",36.84,228.9,30,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
89,SPCE,"Virgin Galactic Holdings, Inc.",3.28,57.58,92.69,0.5,-0.91,71.47,118.96,93.06,47.13,48.91,87.36,84.36,149.08,0.31,8.95,137.28,-2.07,-1.02,115.54,-22.73,54.32,-56.39,"18,130",-10.06,334.36,"278,157",1.69,20.67,120,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
147,TCOM,Trip.com Group Limited,76.58,52.5,39.4,0.5,1.02,32.34,54.85,42.87,46.38,31.67,44.56,48.59,176.06,67.07,408.51,76.64,15.05,125.76,16.16,-17.5,-51.5,-136.67,"5,826",-49.78,102.29,"92,268",5.47,11.61,107,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
313,EVRG,"Evergy, Inc.",71.35,10.91,16.87,0.5,-2.9,12.5,22.89,17.13,45.89,46.16,17.6,16.49,218.78,6.76,811.8,252.86,0.17,842.9,,,,-201.91,455,-27.32,-19.47,"3,830",1.54,3.23,40,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
101,RTX,RTX Corporation,158.58,16.84,19.34,0.5,-28.11,11.92,34.58,22.21,45.64,34.17,28.56,26.11,184.83,2.85,473.34,,,,212.43,0.15,744.49,-165.49,"9,522",-0.29,-33.59,"208,563",0.24,-0.15,384,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
332,CTO,"CTO Realty Growth, Inc.",16.36,16.37,22.36,0.5,2.26,13.52,29.92,22.34,45.39,50.1,23.95,22.73,,,,,,,,,,,159,-1.85,-8.09,"2,072",0.93,-0.86,15,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF
316,MKSI,"MKS Instruments, Inc.",118.35,47.33,47.94,0.5,-3.65,38.92,79.69,54.29,45.14,32.26,65.01,59.78,131.66,1.48,112.52,107.82,6.66,122.99,18.38,28.76,-60.51,-83.72,538,-52.14,-2.18,"3,538",-5.38,-9.47,71,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF
145,AKAM,"Akamai Technologies, Inc.",76.38,32.06,31.39,0.5,0.54,13.65,56.71,35.72,45.14,36.07,45.3,42.91,53.64,17.05,42.42,,,,34.55,-15.98,-11.71,-22.25,"9,620",160.14,220.88,"93,985",0.96,3.57,169,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
191,CDLX,"Cardlytics, Inc.",1.53,155.5,135.7,0.5,7.68,78.74,197.55,135.92,44.14,49.73,121.56,111.91,171.87,-2.32,-10.08,161.54,6.33,-10.06,,,,-36.16,"3,669",-58.03,304.07,"46,127",14.74,30.96,30,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
30,XOM,Exxon Mobil Corporation,114.68,16.85,20.27,0.5,-3.23,16.83,29.65,21.87,43.89,35.07,25.4,23.79,190.5,2.4,588.95,279.78,2.91,932.96,,,,-170.23,"54,305",-54.57,7.4,"1,077,129",4.68,5.28,511,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
204,CNX,CNX Resources Corporation,30.61,15.01,29.06,0.5,0.23,22.3,41.31,31.62,43.14,33.39,35.38,35.72,54.17,13.75,36.46,54.65,2.23,8.66,44.66,1.81,14.98,-25.11,"1,321",-52.34,52.72,"38,915",5.5,6.17,77,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
221,QD,Qudian Inc.,4.15,65.18,52.32,0.5,1.56,39.19,75.06,55.32,42.39,38.75,54.57,62.23,102.33,32.24,14.45,,,,,,,-50.02,554,1.09,4.14,"28,552",-1.42,-3.93,12,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#F87171,#FFFFFF
233,MTN,"Vail Resorts, Inc.",148.87,28.34,29.87,0.5,0.28,22.82,40.51,31.21,42.14,38.75,34.96,33.7,324.36,2.28,636.79,388.77,-1.54,828.31,,,,-294.5,"2,810",-5.58,18.32,"21,582",0.08,37.23,120,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
367,MDRX,Veradigm Inc.,4.85,36.44,55.09,0.5,1.16,29.02,84.32,58.5,41.5,41.67,71.88,65.2,,,,,,,,,,,N/A,,,N/A,,,N/A,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF
319,GVA,Granite Construction Incorporated,108.31,32.36,23.92,0.5,-0.49,21.32,37.82,26.08,40.65,30.18,28.08,26.58,180.42,22.2,215.79,90.79,2.32,77.45,14.4,53.87,-41.33,-156.51,654,-22.97,-22.51,"3,335",-0.03,14.68,46,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
262,XERS,"Xeris Biopharma Holdings, Inc.",7.47,61.81,57.56,0.5,0.95,41.2,87.46,60.36,40.65,39.63,58.02,54.08,189.17,138.29,170.26,,,,,,,-131.61,776,126.9,69.8,"13,271",0.42,1.36,16,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
100,HLF,Herbalife Ltd.,9.21,54.65,62.9,0.5,-0.99,47.57,84.93,68.72,40.15,31.89,72.52,67.06,77.67,2.82,2.85,,,,67.62,-6.12,-6.43,-14.77,"30,375",-4.32,-37.13,"212,425",0.35,0.28,72,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
67,LUV,Southwest Airlines Co.,31.57,31.35,37.53,0.5,-1.37,25.86,54.89,39.75,39.9,38.66,44.86,40.96,178.28,-4.88,237.06,248.05,-1.69,328.24,590.41,-10.22,1376.89,-140.75,"25,761",-7.63,5.45,"401,630",4.77,8.96,247,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
317,BAND,Bandwidth Inc.,16.52,41.42,54.32,0.5,2.24,44.19,95.01,66.59,39.15,24.2,51.8,50.18,71.69,19.6,-3.34,,,,60.19,7.8,22.6,-17.36,"1,453",131.37,142.98,"3,463",0.46,11.64,21,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
43,BMY,Bristol-Myers Squibb Company,46.34,19.42,28.23,0.5,0.26,19.35,34.68,28.3,38.9,49.3,28.64,29.18,230.42,-3.97,585.88,327.46,-0.64,862.33,,,,-202.19,"22,078",-5.51,30.68,"747,451",0.99,1.55,384,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
160,REAL,"The RealReal, Inc.",10.07,79.71,91.81,0.5,0.46,63.45,107.88,91.91,38.65,49.63,90.28,91.99,79.29,-4.38,-6.34,,,,85.93,2.46,,12.53,"2,169",7.16,-45.2,"75,129",0.22,4.47,45,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#FFFFFF,#10B981,#FFFFFF,#10B981,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
209,VRNT,Verint Systems Inc.,20.32,37.05,48.78,0.5,-1.17,34.37,61.6,49.48,38.4,45.71,50.2,51.03,102.7,17.59,40.41,61.13,-5.16,18.57,9.13,-0.96,-2.91,-53.92,"1,962",-0.46,-0.51,"35,222",-0.01,0.26,43,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#F87171,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF
234,ALNY,"Alnylam Pharmaceuticals, Inc.",461.24,27.31,39.64,0.5,0.43,31.45,60.76,45.76,38.15,25.5,46.25,43.12,70.91,43.62,39.08,56.94,11.47,18.05,42.45,0.25,-1.17,-31.27,"3,948",-13.33,-15.75,"21,317",0.47,5.81,231,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF,#10B981,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
127,PSEC,Prospect Capital Corporation,2.8,23.58,25.27,0.5,-1.93,15.53,35.97,28.08,37.66,30.74,27.17,30.43,872.35,-4.87,1094.59,,,,,,,-847.08,"2,730",-78.3,2.4,"121,373",9.25,10.74,51,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#F87171,#FFFFFF,#F87171,#10B981,#FFFFFF,#10B981,#10B981,#FFFFFF
35,DIS,Walt Disney Company (The),115.23,18.11,24.84,0.5,-1.28,19.98,40.12,28.41,37.16,29.19,31.72,29.3,119.89,3.16,215.78,144.4,-5.36,298.42,3.02,,-89.09,-95.05,"29,158",-11.31,-55.31,"867,267",0.66,3.05,535,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#F87171,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#10B981,#10B981,#FFFFFF,#F87171,#10B981,#FFFFFF,#FFFFFF,#F87171,#F87171,#FFFFFF,#F87171,#F87171,#FFFFFF,#10B981,#10B981,#FFFFFF
